name,address,city,state,stars,categories,Simplified Category,ZIP Code,Neighborhood,Population Density,Median Household Income,% White,% Black,% Hispanic,% Asian,% Other,Predicted Growth,Avg Real Estate Price
Bulla Gastrobar,930 S Howard Ave,Tampa,FL,4,"Tapas/Small Plates, Gastropubs, Restaurants, Spanish, Tapas Bars, Mediterranean",Bar & Wines,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,18.47,370227
El Gallo De Oro,4007 Fiesta Plz,Tampa,FL,4,"Restaurants, Salad, Cuban, Breakfast & Brunch",Latin,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,13.57,312328
Mangroves,208 S Howard Ave,Tampa,FL,3,"Restaurants, Nightlife, Seafood, American (New), Bars, American (Traditional)",Bar & Wines,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,25.2,370227
Palm River Cafe,7754 Palm River Rd,Tampa,FL,4,"Cuban, Latin American, Cafes, Restaurants",Coffee/Cafe,33619,East Tampa,4100.0,37000.0,25.0,50.0,20.0,5.0,0.0,10.29,498759
Mandarin Heights,5901 N Florida Ave,Tampa,FL,4,"Nightlife, Arts & Entertainment, Cocktail Bars, Pubs, Music Venues, Bars",Bar & Wines,33604,Near Seminole Heights,3000.0,42000.0,48.0,32.0,18.0,2.0,0.0,16.92,381090
Sonny's BBQ,2551 N Dale Mabry Hwy,Tampa,FL,2,"Caterers, Event Planning & Services, Restaurants, Barbeque, American (New)",Bar & Wines,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,13.63,312328
Sonny's BBQ,15412 N Dale Mabry Hwy,Tampa,FL,3,"Restaurants, Barbeque, Event Planning & Services, American (New), Caterers",Bar & Wines,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,18.39,323283
Dairy Queen,8410 Citrus Park Dr,Tampa,FL,3,"Ice Cream & Frozen Yogurt, Food, Fast Food, Restaurants",American & Fast Food,33625,Other,,Other,Other,Other,Other,Other,Other,,106613
Hooters,4420 W Gandy Blvd,Tampa,FL,2,"Bars, American (Traditional), Restaurants, Chicken Wings, Nightlife, Sports Bars",Bar & Wines,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,5.75,185237
Canopy Road Cafe on Gandy,4308 W Gandy Blvd,Tampa,FL,3,"Diners, Restaurants, Breakfast & Brunch",American & Fast Food,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,27.55,185237
Wholly Smoke Bar-B Que,6803 N Armenia Ave,Tampa,FL,3,"Barbeque, Restaurants",Bar & Wines,33604,Near Seminole Heights,3000.0,42000.0,48.0,32.0,18.0,2.0,0.0,3.05,381090
Stump's Supper Club & Howl At the Moon,615 Channelside Dr,Tampa,FL,3,"Restaurants, American (Traditional)",American & Fast Food,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,17.71,458315
Spaddy's Coffee,5206 N Florida Ave,Tampa,FL,5,"Breakfast & Brunch, Coffee & Tea, Food, Food Trucks, Restaurants",Coffee/Cafe,33603,Seminole Heights,3100.0,45000.0,50.0,30.0,15.0,5.0,0.0,6.85,204222
Tre Amici At The Bunker,1907 N 19th St,Tampa,FL,4,"Nightlife, Arts & Entertainment, Beer, Wine & Spirits, Food, Restaurants, Coffee & Tea, Music Venues, Breakfast & Brunch, Sandwiches",Coffee/Cafe,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,1.09,220423
Buddy Brew Coffee,3304 W Bay To Bay Blvd,Tampa,FL,4,"Cafes, Restaurants, Coffee & Tea, Food",Coffee/Cafe,33629,Palma Ceia,3100.0,90000.0,65.0,10.0,20.0,5.0,0.0,1.12,297935
Onur Food Market,1420 E Fletcher Ave,Tampa,FL,5,"Grocery, Specialty Food, Turkish, Ethnic Food, Imported Food, Breakfast & Brunch, Food, Restaurants, Halal, Mediterranean",Other,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
West Park Bagel Co,10112 Montague St,Tampa,FL,4,"Restaurants, Bagels, Food",Other,33626,Westchase,2600.0,85000.0,60.0,15.0,18.0,7.0,0.0,22.54,251619
Willa’s Provisions,310 N Rome Ave,Tampa,FL,4,"Breakfast & Brunch, Food, Restaurants, Coffee & Tea",Coffee/Cafe,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,9.04,370227
Meaner Wiener,500 S Howard Ave,Tampa,FL,4,"Fast Food, American (Traditional), Restaurants, Hot Dogs, American (New)",American & Fast Food,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,30.41,370227
Tomo Sushi,216 E Bearss Ave,Tampa,FL,4,"Sushi Bars, Restaurants, Japanese",Bar & Wines,33613,University Area,4500.0,30000.0,30.0,40.0,25.0,5.0,0.0,26.17,255955
Oggi Italian,236 E Davis Blvd,Tampa,FL,4,"Italian, Restaurants",Italian,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,13.97,370227
Chewy Boba,2572 E Fowler Ave,Tampa,FL,4,"Juice Bars & Smoothies, Specialty Food, Desserts, Cafes, Coffee & Tea, Restaurants, Food, Bubble Tea, Macarons",Coffee/Cafe,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
Yo Boys,1815 E 7th Ave,Tampa,FL,3,"Ice Cream & Frozen Yogurt, Food",Dessert,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,14.47,220423
The Anchor Bar,304 E Davis Blvd,Tampa,FL,4,"Nightlife, Burgers, Barbeque, Bars, Dive Bars, Restaurants",Bar & Wines,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,24.28,370227
Tampa Bay Rum Company,2102 E 4th Ave,Tampa,FL,5,"Distilleries, Food",Other,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,7.91,220423
18 Bagels Co.,111 S Dale Mabry Hwy,Tampa,FL,3,"Restaurants, American (New), Food, Bagels, Breakfast & Brunch",American & Fast Food,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,12.71,411201
Paddy Wagon Irish Pub Downtown Tampa,813 N Tampa St,Tampa,FL,3,"Irish Pub, Sports Bars, Nightlife, Bars",Bar & Wines,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,31.29,458315
QDOBA Mexican Eats,5001 E Fowler Ave,Tampa,FL,3,"Fast Food, Caterers, Mexican, Event Planning & Services, Restaurants",Latin,33617,Near Temple Terrace,3300.0,40000.0,35.0,45.0,15.0,5.0,0.0,31.23,468742
Bollywood Cafe,9648 W Linebaugh Ave,Tampa,FL,3,"Indian, Restaurants, Food, Juice Bars & Smoothies, Mediterranean, Asian Fusion",Bar & Wines,33626,Westchase,2600.0,85000.0,60.0,15.0,18.0,7.0,0.0,23.21,251619
Jimmy John's,"1600 E 8th Ave, Ste D",Tampa,FL,3,"Delis, Food, Sandwiches, Specialty Food, Fast Food, Food Delivery Services, Restaurants",American & Fast Food,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,11.74,220423
Mystify Vapor,11246 W Hillsborough Ave,Tampa,FL,5,"Coffee & Tea, Hookah Bars, Shopping, Vape Shops, Tobacco Shops, Nightlife, Food, Bars",Coffee/Cafe,33635,Near Town 'n' Country,2550.0,55000.0,49.0,21.0,25.0,5.0,0.0,19.9,367913
IHOP,11111 N Dale Mabry,TAMPA,FL,2,"American (Traditional), American (New), Breakfast & Brunch, Fast Food, Restaurants, Burgers",American & Fast Food,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,13.34,323283
Paramount Lebanese Kitchen,18089 Highwoods Preserve Pkwy,Tampa,FL,3,"Middle Eastern, Restaurants, Lebanese, Mediterranean",Other,33647,New Tampa,2500.0,75000.0,45.0,20.0,20.0,15.0,0.0,12.44,185666
Tikka Masalaa,10029 W Hillsborough Ave,Tampa,FL,4,"Vegan, Vegetarian, Halal, Seafood, Indian, Buffets, Restaurants",Other,33615,Near Town 'n' Country,3400.0,52000.0,50.0,20.0,25.0,5.0,0.0,6.96,320788
Jimmy John's,"2345 E Fowler Ave, Fowler Plaza South",Tampa,FL,4,"Fast Food, Delis, Food, Sandwiches, Restaurants, Food Delivery Services",American & Fast Food,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
Crystal's Fast & Best,4935 E Broadway Ave,Tampa,FL,4,"Restaurants, Sandwiches, Breakfast & Brunch",Other,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,5.21,220423
Taco Bell,7329 W Waters Ave,Tampa,FL,2,"Restaurants, Tacos, Mexican, Tex-Mex, Breakfast & Brunch, Fast Food",Latin,33634,Near Town 'n' Country,3500.0,50000.0,49.0,21.0,25.0,5.0,0.0,11.6,179199
Datz,2616 S MacDill Ave,Tampa,FL,4,"Burgers, Bars, Restaurants, American (Traditional), Vegan, Asian Fusion, Cocktail Bars, Breakfast & Brunch, Soul Food, Sandwiches, American (New), Gastropubs, Comfort Food, Nightlife, Wine Bars, Delis",Bar & Wines,33629,Palma Ceia,3100.0,90000.0,65.0,10.0,20.0,5.0,0.0,26.51,297935
McDonald's,10019 Adamo Dr,Tampa,FL,1,"Fast Food, Food, Burgers, Restaurants, Coffee & Tea",Coffee/Cafe,33619,East Tampa,4100.0,37000.0,25.0,50.0,20.0,5.0,0.0,8.49,498759
Girl & A Grill,4330 N Nebraska Ave,Tampa,FL,4,"Breakfast & Brunch, Restaurants",Other,33603,Seminole Heights,3100.0,45000.0,50.0,30.0,15.0,5.0,0.0,2.21,204222
Tropical Smoothie Cafe,"200 N Tampa St, Ste G-120",Tampa,FL,2,"Restaurants, Cafes, Sandwiches, Juice Bars & Smoothies, Food",Coffee/Cafe,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,2.42,458315
Front Porch & Bart's Tavern,5924 N Florida Ave,Tampa,FL,3,"Seafood, American (Traditional), Restaurants, American (New), Sandwiches",American & Fast Food,33604,Near Seminole Heights,3000.0,42000.0,48.0,32.0,18.0,2.0,0.0,28.22,381090
Amore's Fresh Slice Pizzeria,10053 N Dale Mabry Hwy,Tampa,FL,3,"Pizza, Restaurants, Sandwiches, Chicken Wings",Other,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,14.19,323283
Bad Willies,"12950 Race Track Rd, Ste111",Tampa,FL,4,"Bars, Sports Bars, Nightlife, Lounges",Bar & Wines,33626,Westchase,2600.0,85000.0,60.0,15.0,18.0,7.0,0.0,10.64,251619
McDivot's Wings and Raw Bar,10706 Countryway Blvd,Tampa,FL,3,"American (Traditional), Restaurants, Chicken Wings",American & Fast Food,33626,Westchase,2600.0,85000.0,60.0,15.0,18.0,7.0,0.0,21.08,251619
3 C's Catering,"3016 N US Hwy 301, Ste 100",Tampa,FL,5,"Restaurants, Caterers, Bartenders, American (New), Party & Event Planning, Event Planning & Services, Food, Food Delivery Services",Bar & Wines,33619,East Tampa,4100.0,37000.0,25.0,50.0,20.0,5.0,0.0,34.27,498759
Starbucks,2013 N Dale Mabry,Tampa,FL,3,"Coffee & Tea, Food",Coffee/Cafe,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,12.62,312328
The Smoke Bodega,6911 Sheldon Rd,Tampa,FL,4,"Cannabis Dispensaries, Food, Coffee & Tea, Vape Shops, Shopping, Tobacco Shops, Hookah Bars, Vitamins & Supplements, Nightlife, Tea Rooms, Bars, Health & Medical, Head Shops, Cannabis Clinics",Coffee/Cafe,33615,Near Town 'n' Country,3400.0,52000.0,50.0,20.0,25.0,5.0,0.0,23.58,320788
Mr Penguin - South Tampa,1920 W Platt St,Tampa,FL,4,"Restaurants, Burgers, Food, Gelato, Desserts, Ice Cream & Frozen Yogurt, Shaved Ice",American & Fast Food,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,24.68,370227
America Loves Bacon,4800 N US Hwy 301,Tampa,FL,2,"Food Stands, Restaurants",Other,33610,Other,,Other,Other,Other,Other,Other,Other,,161340
The Grind Coffee Bar & Cafe at Westchase,9532 W Linebaugh Ave,Tampa,FL,4,"Food, Coffee & Tea, Breakfast & Brunch, Cafes, Restaurants",Coffee/Cafe,33626,Westchase,2600.0,85000.0,60.0,15.0,18.0,7.0,0.0,3.94,251619
Wingstop,"10019 N Dale Mabry Hwy, Ste 33",Tampa,FL,3,"Restaurants, American (Traditional), Chicken Wings",American & Fast Food,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,24.52,323283
Pibb's Rib Shack,"8801 New Tampa Blvd, Next to tires plus",Tampa,FL,4,"Barbeque, Food Trucks, Food, Restaurants",Bar & Wines,33647,New Tampa,2500.0,75000.0,45.0,20.0,20.0,15.0,0.0,13.48,185666
Nothing Bundt Cakes,"1155 S Dale Mabry Hwy, Ste 5",Tampa,FL,5,"Desserts, Cupcakes, Bakeries, Food",Dessert,33629,Palma Ceia,3100.0,90000.0,65.0,10.0,20.0,5.0,0.0,8.76,297935
Checkers,1509 E Fowler Ave,Tampa,FL,1,"Restaurants, Burgers, Fast Food",American & Fast Food,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
Frankie's Lobstah Trap,"2223 N Westshore Blvd, Ste 213",Tampa,FL,3,"Live/Raw Food, Cocktail Bars, Bars, Beer, Wine & Spirits, Seafood, Salad, Nightlife, Food, Restaurants",Bar & Wines,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,1.43,312328
Biryani Cafe,"1251 E Fowler Ave, Ste B2",Tampa,FL,4,"Desserts, Restaurants, Vegetarian, Buffets, Indian, Halal, Specialty Food, Food",Dessert,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
Oggi Italian,214 E Bearss Ave,Tampa,FL,4,"Italian, Restaurants",Italian,33613,University Area,4500.0,30000.0,30.0,40.0,25.0,5.0,0.0,34.45,255955
Sorrento Sweets,716 S Village Cir,Tampa,FL,4,"Desserts, Gelato, Bakeries, Food",Dessert,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,0.0,370227
Caracolillo Coffee Mills,4419 N Hesperides St,Tampa,FL,4,"Coffee & Tea, Food, Restaurants",Coffee/Cafe,33614,Near Westshore,3700.0,46000.0,45.0,25.0,27.0,3.0,0.0,15.41,438346
Burger King,7331 West Waters Ave,Tampa,FL,1,"Restaurants, Burgers, Fast Food",American & Fast Food,33634,Near Town 'n' Country,3500.0,50000.0,49.0,21.0,25.0,5.0,0.0,18.29,179199
Indigo,"514 N Franklin St, Ste 102",Tampa,FL,3,"Cafes, Beer, Wine & Spirits, Sandwiches, Salad, Restaurants, Coffee & Tea, Food",Coffee/Cafe,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,1.91,458315
Stonechef,1930 E 7th Ave,Tampa,FL,4,"Event Planning & Services, Caterers",Other,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,27.25,220423
Circles,2500 W Azeele St,Tampa,FL,4,"American (New), Restaurants",American & Fast Food,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,8.14,411201
Bento Asian Kitchen + Sushi,5103 E Fowler Ave,Tampa,FL,3,"Sushi Bars, Chinese, Pan Asian, Restaurants",Bar & Wines,33617,Near Temple Terrace,3300.0,40000.0,35.0,45.0,15.0,5.0,0.0,10.04,468742
Pita Pit,514 Franklin St,Tampa,FL,3,"Fast Food, Mediterranean, Greek, Restaurants, Sandwiches",American & Fast Food,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,9.73,370227
McDonald's,3411 Busch Blvd,Tampa,FL,1,"Coffee & Tea, Fast Food, Food, Burgers, Restaurants",Coffee/Cafe,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
Taco Bus,913 E Hillsborough Ave,Tampa,FL,3,"Mexican, Restaurants, Ethnic Food, Food, Vegetarian, Food Trucks, Street Vendors, Specialty Food",Latin,33604,Near Seminole Heights,3000.0,42000.0,48.0,32.0,18.0,2.0,0.0,0.04,381090
El Puerto Restaurant & Grill,1623 E 5th Ave,Tampa,FL,4,"Argentine, Latin American, Peruvian, Seafood, Spanish, Restaurants",American & Fast Food,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,20.42,220423
Luis's Garden Grill,4502 W Hillsborough Ave,Tampa,FL,5,"American (Traditional), Restaurants, Greek, Mexican",Latin,33614,Near Westshore,3700.0,46000.0,45.0,25.0,27.0,3.0,0.0,35.77,438346
Kings Arms Coffee Roasters,3738 River International Dr,Tampa,FL,4,"Coffee Roasteries, Coffee & Tea, Food",Coffee/Cafe,33610,Other,,Other,Other,Other,Other,Other,Other,,161340
Asian Wok,5651 E Fowler Ave,Tampa,FL,4,"Restaurants, Chinese",Asian,33617,Near Temple Terrace,3300.0,40000.0,35.0,45.0,15.0,5.0,0.0,21.88,468742
JJ Smoothy,11256 W Hillsborough Ave,Tampa,FL,4,"Restaurants, Food, Health Markets, Vitamins & Supplements, Juice Bars & Smoothies, American (Traditional), Shopping, Specialty Food, Wraps",Bar & Wines,33635,Near Town 'n' Country,2550.0,55000.0,49.0,21.0,25.0,5.0,0.0,18.92,367913
Vegan International Co. Kitchen & Market,13751 N Nebraska Ave,Tampa,FL,5,"Desserts, Restaurants, Vegan, Food, Sandwiches, Halal, Juice Bars & Smoothies, Vegetarian",Bar & Wines,33613,University Area,4500.0,30000.0,30.0,40.0,25.0,5.0,0.0,38.18,255955
Wine & Wood,614 South Howard Ave,Tampa,FL,4,"Wine Bars, Bars, Nightlife",Bar & Wines,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,13.52,370227
Hungry Howie's Pizza & Subs,1302 S 78th St,Tampa,FL,2,"Italian, Pizza, Chicken Wings, Sandwiches, Restaurants",Italian,33619,East Tampa,4100.0,37000.0,25.0,50.0,20.0,5.0,0.0,12.42,498759
La Caridad Bakery,4425 W Hillsborough Ave,Tampa,FL,4,"Bakeries, Food, Cuban, Restaurants",Latin,33614,Near Westshore,3700.0,46000.0,45.0,25.0,27.0,3.0,0.0,12.04,438346
Panitas Bakery and Bistro,1910 N Lincoln Ave,Tampa,FL,4,"Breakfast & Brunch, Sandwiches, Cafes, Restaurants, Empanadas, Coffee & Tea, Food, Bakeries",Coffee/Cafe,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,27.08,312328
Total Nutrition Tampa,4045 S Dale Mabry Hwy,Tampa,FL,4,"Juice Bars & Smoothies, Health Markets, Health & Medical, Specialty Food, Shopping, Weight Loss Centers, Food, Vitamins & Supplements, Nutritionists",Bar & Wines,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,24.5,185237
Suncoast Credit Union,950 West Fletcher Avenue,Tampa,FL,3,"Investing, Financial Services, Automotive, Restaurants, Banks & Credit Unions, Local Services, Auto Loan Providers, Child Care & Day Care, Irish",Other,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
Ghost Party Haunted Tours,1600 E 8th Ave,Tampa,FL,3,"Arts & Entertainment, Tours, Local Flavor, Historical Tours, Themed Cafes, Dinner Theater, Nightlife, Festivals, Restaurants, Bars, Hotels & Travel, Cafes, Event Planning & Services, Travel Services, Haunted Houses, Walking Tours, Party & Event Planning",Coffee/Cafe,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,10.39,220423
Tampa Luv,8426 N Florida Ave,Tampa,FL,4,"Southern, Restaurants, Breakfast & Brunch",Other,33604,Near Seminole Heights,3000.0,42000.0,48.0,32.0,18.0,2.0,0.0,27.06,381090
La Antioquena Bakery & Sandwich shop,3023 W Waters Ave,Tampa,FL,4,"Bakeries, Food",Other,33614,Near Westshore,3700.0,46000.0,45.0,25.0,27.0,3.0,0.0,29.85,438346
Winners Sports Grill,12064 Anderson Rd,Tampa,FL,3,"Restaurants, Chicken Wings, Food, American (Traditional), Beer, Wine & Spirits",American & Fast Food,33625,Other,,Other,Other,Other,Other,Other,Other,,106613
Marlow's Tavern,13134 N Dale Mabry Hwy,Tampa,FL,4,"Food, Gastropubs, Beer, Wine & Spirits, Restaurants, Burgers, American (New)",Bar & Wines,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,21.12,323283
Panera Bread,3420 W Dr Mlk Jr Blvd,Tampa,FL,3,"Salad, Restaurants, Food, Sandwiches, Bakeries, Soup",Other,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,14.94,312328
CALI - Tampa Palms,17004 Palm Pointe Dr,Tampa,FL,4,"Gluten-Free, American (New), Mexican, Pizza, Breakfast & Brunch, Restaurants, Specialty Food, Vegetarian, Juice Bars & Smoothies, Food",Latin,33647,New Tampa,2500.0,75000.0,45.0,20.0,20.0,15.0,0.0,14.77,185666
First Watch,2726 E Fowler Ave,Tampa,FL,4,"Cafes, American (Traditional), Breakfast & Brunch, Sandwiches, Restaurants, Salad",Coffee/Cafe,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
Rocket Fizz - Soda Pop And Candy Shop,14365 N Dale Mabry Hwy,Tampa,FL,4,"Shopping, Gift Shops, Toy Stores, Food, Flowers & Gifts, Specialty Food, Candy Stores",Other,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,2.2,323283
Sa Ri One Grill,7525 W Hillsborough Ave,Tampa,FL,4,"Bars, Seafood, Nightlife, Barbeque, Korean, Restaurants, Hot Pot, Noodles",Bar & Wines,33615,Near Town 'n' Country,3400.0,52000.0,50.0,20.0,25.0,5.0,0.0,18.51,320788
Kahwa Coffee Roasting,808 N Tampa St,Tampa,FL,4,"Coffee & Tea, Food, Coffee Roasteries, Restaurants, Cafes",Coffee/Cafe,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,24.83,458315
China Wok,"105 US Hwy 301S, Ste 108",Tampa,FL,3,"Restaurants, Chinese",Asian,33619,East Tampa,4100.0,37000.0,25.0,50.0,20.0,5.0,0.0,6.86,498759
Fusion Bowl,504 E Kennedy Blvd,Tampa,FL,4,"Vietnamese, Coffee & Tea, Restaurants, Asian Fusion, Food",Coffee/Cafe,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,27.32,458315
Cee Bee's Grove,16907 Boy Scout Rd,Tampa,FL,4,"Restaurants, Cafes, Farmers Market, Food, CSA, Specialty Food, Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Fruits & Veggies",Coffee/Cafe,33556,Other,,Other,Other,Other,Other,Other,Other,,412670
Demmi's Market On 7th,1816 E 7th Ave,Tampa,FL,4,"Nightlife, Music Venues, Pizza, Restaurants, Arts & Entertainment, Cocktail Bars, Bars",Bar & Wines,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,26.66,220423
Cass Street Deli,1331 W Cass St,Tampa,FL,4,"Sandwiches, Delis, Restaurants, Breakfast & Brunch, Hot Dogs",Other,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,1.36,370227
Triana Caribbean Cuisine,"4025 W Waters Ave, Ste 115/116",Tampa,FL,4,"Restaurants, Caribbean, Puerto Rican, Cuban",Latin,33614,Near Westshore,3700.0,46000.0,45.0,25.0,27.0,3.0,0.0,9.82,438346
Chick-fil-A,609 S Dale Mabry Hwy,Tampa,FL,2,"Caterers, Event Planning & Services, Fast Food, Restaurants, Chicken Shop",American & Fast Food,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,21.66,411201
Yummy House China Bistro,2620 E Hillsborough Ave,Tampa,FL,4,"Seafood, Dim Sum, Restaurants, Chinese",Asian,33610,Other,,Other,Other,Other,Other,Other,Other,,161340
La Segunda Central Bakery,2512 N 15th St,Tampa,FL,4,"Bakeries, Restaurants, Coffee & Tea, Food, Cuban",Coffee/Cafe,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,20.0,220423
Drama Burger,2420 W Kennedy Blvd,Tampa,FL,3,"Burgers, Salad, Food, Restaurants, Bars, Breakfast & Brunch, Nightlife, Coffee & Tea, Beer Bar",Coffee/Cafe,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,27.32,411201
Village Inn Restaurant,215 N Dale Mabry Hwy,Tampa,FL,3,"Restaurants, Burgers, American (Traditional), Desserts, Breakfast & Brunch, Diners, Salad, Food",American & Fast Food,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,3.69,411201
Panda Express,7207 West Waters Avenue,Tampa,FL,2,"Fast Food, Restaurants, Chinese",Asian,33634,Near Town 'n' Country,3500.0,50000.0,49.0,21.0,25.0,5.0,0.0,17.98,179199
S Gyros,1906 W Kennedy Blvd,Tampa,FL,3,"American (New), American (Traditional), Juice Bars & Smoothies, Restaurants, Chicken Wings, Middle Eastern, Food, Wraps, Food Delivery Services",Bar & Wines,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,16.28,370227
Chili's Grill & Bar,Tampa International Airport,Tampa,FL,2,"Tex-Mex, American (New), Restaurants, Nightlife, American (Traditional), Bars",Bar & Wines,33614,Near Westshore,3700.0,46000.0,45.0,25.0,27.0,3.0,0.0,13.66,438346
Burger King,901 E Fowler Ave,Tampa,FL,1,"Fast Food, Restaurants, Burgers",American & Fast Food,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
Shogun Sushi,15213 N Dale Mabry Hwy,Tampa,FL,4,"Sushi Bars, Restaurants, Japanese",Bar & Wines,33624,Carrollwood,2700.0,63000.0,57.0,18.0,22.0,3.0,0.0,22.34,122068
Miller's Ale House - Tampa,14803 N Dale Mabry Hwy,Tampa,FL,3,"Nightlife, Restaurants, Sports Bars, American (New), American (Traditional), Bars, Seafood",Bar & Wines,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,19.52,323283
Han Il Kwan Korean Restaurant,8104 W Waters Ave,Tampa,FL,3,"Korean, Sushi Bars, Restaurants",Bar & Wines,33615,Near Town 'n' Country,3400.0,52000.0,50.0,20.0,25.0,5.0,0.0,24.29,320788
Painting with a Twist,12926 N. Dale Mabry Hwy,Tampa,FL,4,"Paint & Sip, Social Clubs, Nightlife, Shopping, Education, Event Planning & Services, Venues & Event Spaces, Party & Event Planning, Arts & Entertainment, Bars, Art Classes, Art Galleries, Wine Bars",Bar & Wines,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,12.93,323283
Mr Empanada,4836 N Armenia Ave,Tampa,FL,3,"Spanish, Ethnic Food, Food, Salad, Sandwiches, Latin American, Local Flavor, American (New), Specialty Food, Restaurants, Empanadas",American & Fast Food,33603,Seminole Heights,3100.0,45000.0,50.0,30.0,15.0,5.0,0.0,28.55,204222
Al-Aqsa Grocery,10805 N 56th St,Tampa,FL,3,"Halal, Grocery, Food, Restaurants",Other,33617,Near Temple Terrace,3300.0,40000.0,35.0,45.0,15.0,5.0,0.0,22.92,468742
The Yogurt Spot,2572 E Fowler Ave,Tampa,FL,3,"Desserts, Ice Cream & Frozen Yogurt, Food",Dessert,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
Pipo's Cafe,11417 N Dale Mabry Hwy,Tampa,FL,3,"Restaurants, Cuban",Latin,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,24.13,323283
Renegade Burger,8032 Abby Brooks Cir,Tampa,FL,3,"Restaurants, Burgers, Food Trucks, Food",American & Fast Food,33545,Other,,Other,Other,Other,Other,Other,Other,,254731
